patient_id,coordinates,cluster_id
30565,"(-1.3945755344124582, 6.011871659154477)",11
30566,"(5.570959833843307, 7.430375427052332)",9
30567,"(-9.784571538358177, 6.069899626310274)",8
30568,"(-3.9370775090485846, 7.139299608203551)",15
30569,"(5.150247033260962, -0.5169940504614141)",1
30570,"(9.16630139830732, 3.318397499573003)",19
30571,"(-9.571994470862851, 2.3348014670874297)",17
30572,"(8.849569469518372, -2.5113247309198683)",4
30573,"(-0.3305900605101517, 6.414620804217735)",11
30574,"(-8.677487181240764, 2.6274390637571017)",12
30575,"(-11.147231645527558, 2.6471180403601977)",17
30576,"(-0.02946120980465161, 7.650218653774146)",6
30577,"(8.276953649027744, 7.381466776315293)",10
30578,"(-0.09000065293621207, 0.8885725969019099)",1
30579,"(-6.742049938013549, 9.092697586016026)",13
30580,"(-0.22570370682328222, 1.8104528140036806)",16
30581,"(10.89147138525391, 7.934643986474003)",10
30582,"(-9.426771700361973, 7.520823574743459)",8
30583,"(-0.6921538859119458, 7.798968100778943)",3
30584,"(4.3242803461345165, 0.4926489118572641)",1
30585,"(11.015452955094139, -2.0695410527136002)",4
30586,"(6.083906888138557, -1.1419599544200707)",5
30587,"(4.37152828864407, 7.6752738440824615)",9
30588,"(8.823125197516696, -2.378633463642535)",4
30589,"(9.66252928724604, -1.6636509511165523)",4
30590,"(-6.507431679606428, 9.397055797862253)",13
30591,"(0.24227960526164116, 4.863197284840935)",11
30592,"(-8.966129727220444, -7.837069905536702)",7
30593,"(-9.493533335248292, 2.655967824196736)",17
30594,"(9.370309586716361, 3.1703833256066685)",19
30595,"(-7.67552406619176, -7.132848955023787)",7
30596,"(5.338364324469544, 6.207493226161862)",9
30597,"(9.523231263961739, -3.164849551447452)",4
30598,"(-7.094561977126858, 3.382409843988541)",12
30599,"(6.040644893947449, 6.935855071500601)",9
30600,"(-2.6039821208658944, 7.258963894554626)",3
30601,"(-1.0182957751547517, 7.984233380566852)",3
30602,"(-6.441527388677297, 1.6295822633545498)",12
30603,"(1.0888276094529494, 3.648242297964032)",0
30604,"(-8.168984431276426, -9.3672846179198)",7
30605,"(1.415175734187189, 1.2901350694903773)",18
30606,"(-0.9287699916191161, 2.2841126695921203)",2
30607,"(-8.991326115486117, 1.3283646871996868)",17
30608,"(-0.06041577726331704, 1.867580929202631)",16
30609,"(-7.510590282860331, 2.928610750331213)",12
30610,"(0.495937201650714, 3.210785780304509)",18
30611,"(0.8125437012626635, 2.7070817522042243)",18
30612,"(-11.388699614300123, 6.458250726853213)",8
30613,"(7.287760673602005, 3.446548091598108)",19
30614,"(-7.495631695848291, 2.1820438028410365)",12
30615,"(8.119962046771333, -1.8672814762424335)",4
30616,"(-0.4763071659079636, 9.51478104391888)",3
30617,"(-6.720335132336173, 1.4256130897857613)",12
30618,"(10.837490386017475, 2.992022835158935)",19
30619,"(2.8425896155974977, 1.786404480562061)",18
30620,"(8.286638207558939, -0.3421567927622432)",5
30621,"(-5.126517401761176, 6.373045447700479)",15
30622,"(7.93284154561991, 4.581778996822218)",19
30623,"(-0.7388540680811534, 2.7794855288118243)",2
30624,"(-0.5151730596276689, 6.604732085647699)",6
30625,"(7.828185924811915, 1.282500247850893)",5
30626,"(-6.428417600577311, 5.618638187692062)",15
30627,"(3.1583546212606306, 2.2296373985787508)",18
30628,"(-7.719953347312824, 8.163946645300033)",8
30629,"(-10.00385132847705, 1.8389827791851252)",17
30630,"(-1.7698022304584389, 2.5643562745216193)",16
30631,"(-11.012376198911982, 7.239793599824302)",8
30632,"(0.9637251264999558, 9.593926366276065)",6
30633,"(-7.315111056384098, 7.677932637160997)",13
30634,"(1.0167950943366326, 1.6694828286362728)",1
30635,"(0.5542806988823972, 10.40918302760826)",6
30636,"(2.5647942468453606, 4.068616718899033)",18
30637,"(2.7088895295078657, 1.0151790477702085)",1
30638,"(5.511754390557861, 0.48637923549989015)",5
30639,"(-8.28806504017312, 1.9047359019090615)",17
30640,"(1.9444120115932173, 2.173450341339843)",18
30641,"(-0.7575340875784341, 0.7299386242476481)",16
30642,"(2.010408287396555, 2.0029622791049135)",1
30643,"(-5.486676245120436, 5.8441544144021975)",15
30644,"(10.730814510669495, 7.0827196772224)",10
30645,"(0.32794560881810253, 0.8408081269867672)",1
30646,"(-2.0134952126635617, 6.817694752611079)",3
30647,"(-4.443331098442394, 6.504507856715834)",15
30648,"(8.664655185657493, 6.094559748061408)",10
30649,"(9.706107184089065, -2.4724937651646446)",4
30650,"(9.695994164796575, 5.909002073188541)",10
30651,"(-1.5590552628135275, 8.21830602813941)",3
30652,"(-9.398652038151722, 3.294097665024726)",17
30653,"(-6.901729782515605, 9.661102728639884)",13
30654,"(0.7337598054801844, 8.841613708948802)",6
30655,"(-8.635703350607205, 2.6892997885258074)",17
30656,"(5.124642280654923, -0.7523973175593672)",5
30657,"(1.847534348161021, 4.964358135489968)",0
30658,"(9.917487623379877, 7.057375347622965)",10
30659,"(4.226749554482971, 7.350295346122047)",9
30660,"(5.242551350165436, 7.261237881050671)",9
30661,"(-7.980495947725938, 3.10254537220643)",12
30662,"(7.462361661598806, 0.8995907801627159)",5
30663,"(1.344090288057839, 2.0015055857977737)",1
30664,"(1.4018513070876137, -0.0935620770571498)",1
30665,"(-11.734239951723678, -9.971282262387561)",7
30666,"(0.09143847667113003, 0.7628429191492043)",16
30667,"(1.2054210584196614, 1.622110156709001)",1
30668,"(-0.4034201921857212, 4.238195695316179)",2
30669,"(-5.897647364795761, 7.9501718701849455)",13
30670,"(-11.18071565587584, 6.270243926347242)",8
30671,"(1.9867548546951745, 0.6627830454109584)",1
30672,"(-5.206697214026533, 4.564075066370197)",15
30673,"(-0.7015584400702399, -1.6713461829660978)",14
30674,"(1.2987632745047435, 7.8081885605993016)",3
30675,"(4.992549657556228, 7.480845765906776)",9
30676,"(-0.3389392329776053, 2.224165739479107)",2
30677,"(-4.0032263691068986, 5.85797960727302)",15
30678,"(-0.7219838942232546, -1.686984842801739)",14
30679,"(-10.592146817747894, 2.423310152340248)",17
30680,"(-10.24479099193212, 6.690178220325804)",8
30681,"(-10.314912166957026, 5.2350742162453106)",8
30682,"(-6.693988102519068, -8.207986475978116)",7
30683,"(0.3437405662941546, 6.522707725742664)",11
30684,"(1.138616092054211, 8.04878999403015)",6
30685,"(0.44808269253377575, 5.459568790914577)",11
30686,"(2.0019760540582663, 5.085737422046073)",18
30687,"(-4.853987817480057, 5.555744048471242)",15
30688,"(10.00211090967635, 7.529044750869963)",10
30689,"(8.3564109204538, 7.046867319445323)",10
30690,"(7.884487471607988, -0.8846588991880313)",4
30691,"(-1.1021719815938797, 1.8218313560591124)",16
30692,"(2.2617887479601535, 1.7098524347131119)",18
30693,"(-9.669355778014527, 6.192627744757171)",8
30694,"(8.27998131507283, 3.3171518629121994)",19
30695,"(-10.011419535585839, 2.0458300323099095)",17
30696,"(2.258252558593316, 1.9882078275420332)",18
30697,"(1.8592631182325428, -1.6445654060324901)",14
30698,"(8.079534726235606, 5.95804477830657)",10
30699,"(-3.1514239612952912, 4.857863478601829)",15
30700,"(7.857780612294411, -0.5201646682907854)",5
30701,"(1.780365362153375, 0.7605105736876699)",1
30702,"(1.0228224194824014, 7.105472161064888)",6
30703,"(-9.386872423748532, 7.820517207882309)",13
30704,"(9.27191642648979, 5.7075839699805915)",10
30705,"(-4.681431061043786, 5.465634242822785)",15
30706,"(-6.422580305205448, 7.477896341108064)",13
30707,"(8.768282345124254, 4.296056378347079)",19
30708,"(-7.265009200426101, 2.2146803764361254)",17
30709,"(5.302978866321621, -0.4885487077997186)",5
30710,"(7.905195088416212, -0.39737721427621875)",5
30711,"(-0.4399865142754571, 0.7312623965638833)",16
30712,"(0.6028308730862677, -1.3923268199168979)",14
30713,"(2.4739851058660585, 4.869054529984841)",0
30714,"(2.636877638441009, 2.8871838450227494)",0
30715,"(9.426421381526026, 2.5831020696102094)",19
30716,"(1.3865588603698873, 4.048064483115189)",18
30717,"(-7.765066900230877, 9.966162172308305)",13
30718,"(0.15031525942344348, 5.053161780401692)",11
30719,"(0.8874815548694097, 9.347846671075212)",3
30720,"(2.9086379554507764, 1.5675286763641787)",1
30721,"(-6.852251645831569, 9.287567676829822)",13
30722,"(6.491793046754194, 1.2987212447371208)",5
30723,"(-0.3894040108094121, 6.795205823128011)",11
30724,"(11.11732647087915, 4.497839703537523)",10
30725,"(1.5307333879812877, 1.1693764752451647)",1
30726,"(9.931799805118148, 6.40803808766996)",10
30727,"(-2.0380483208101285, 0.9919145494059705)",16
30728,"(-7.362449068735069, 2.677141117340371)",12
30729,"(-5.3896552146896255, 6.410115002623474)",15
30730,"(-2.2196430218383716, 1.0502954643166396)",16
30731,"(-10.098246269411245, -9.07713872952689)",7
30732,"(9.881753423560689, -3.951599558364828)",4
30733,"(8.953738998196455, 7.070840631260698)",10
30734,"(4.122664421277703, 0.37893168555468365)",5
30735,"(1.2068635902343368, -1.8293349702386479)",14
30736,"(10.075219299241324, -2.440824073617462)",4
30737,"(-3.634838550597359, 4.289784596129628)",15
30738,"(-0.47905611406743265, 7.396501802727711)",3
30739,"(-8.566087612759993, 3.5465463961627632)",12
30740,"(-6.377435172285782, 3.763407816693778)",12
30741,"(4.021898751399191, 6.1452438057988985)",9
30742,"(-9.66466550721519, 6.3891954387612335)",8
30743,"(-9.748282846490051, 5.662163548762005)",8
30744,"(-2.0710161316469673, 0.7828784363080122)",16
30745,"(3.3523599131346957, -0.7530820150321553)",1
30746,"(-8.138690092443248, 2.9354672189528244)",12
30747,"(-8.858255336526183, 0.06630642390759922)",12
30748,"(-6.993992265377804, -8.226654465881925)",7
30749,"(-0.06925447852297073, 3.218931267986945)",0
30750,"(7.328177291129996, 4.2054783579607555)",19
30751,"(-8.133216088234901, -6.565555909056517)",7
30752,"(-0.08157024643360855, 3.8345650511442124)",0
30753,"(5.645981401546325, 8.092983262296945)",9
30754,"(-2.142937856138383, 1.6531426257991537)",2
30755,"(-6.491393289462374, 0.9585744822984448)",12
30756,"(0.5506324376063727, -2.958096917987857)",14
30757,"(-1.16420622632304, 1.8448741518921694)",2
30758,"(-10.029597378120148, 6.481448533930473)",8
30759,"(0.09962079276973757, -2.5008083507772367)",14
30760,"(4.271542752369462, 3.133862893440633)",18
30761,"(-0.7474473110926326, 2.8821225262730787)",2
30762,"(-0.16170912178957386, -2.2201192284329427)",14
30763,"(10.752227550541058, 5.385300803548945)",10
30764,"(-0.3571537039643746, 3.0892854853369514)",2
30765,"(1.8976784763570764, 4.764601804597221)",0
30766,"(0.4129058882737049, 5.261607245975493)",11
30767,"(2.277402039321245, 2.4669768149695606)",18
30768,"(-2.458964987557305, 8.101629913214623)",3
30769,"(1.4512970808934316, 4.7096998476514935)",0
30770,"(0.5980933660576254, -2.2352961911662677)",14
30771,"(1.9740119778734337, 5.104863305426739)",18
30772,"(8.50533415112346, 6.771120924168853)",10
30773,"(-9.839036070549692, 3.2297924656403736)",17
30774,"(7.553695872476946, 7.203474564751498)",10
30775,"(1.1508178302996286, 1.1020819678743707)",1
30776,"(9.551560612437608, -4.590133016757303)",4
30777,"(1.98505582190431, 8.693955501457566)",6
30778,"(-7.867511800837574, 3.8202094362274615)",12
30779,"(-9.72740240840492, 6.71558813658284)",8
30780,"(0.6391087816713785, 2.3082852038829134)",1
30781,"(2.361179774919707, 10.182475765396973)",6
30782,"(2.4487119519339977, 1.1841819304254273)",1
30783,"(-7.777028176463965, 1.7231131509625421)",17
30784,"(2.235791514147819, 0.09704826995676163)",1
30785,"(2.105993437543489, 4.652790889538565)",0
30786,"(10.719223828555123, -2.2073578741989057)",4
30787,"(-2.673229953694743, 8.479031421725534)",3
30788,"(-9.891337877190898, 2.3957768254289005)",17
30789,"(-7.780662095106461, 0.20787968947010826)",17
30790,"(-4.46467141291209, 5.043814461476172)",15
30791,"(6.485358017153892, 1.9209319049094018)",5
30792,"(-1.6788492297999464, 2.7887339564453595)",2
30793,"(11.180328330114897, 1.7004966377772266)",19
30794,"(2.870087225786233, 7.970794164471481)",6
30795,"(-8.750764404119412, 1.8351418556727823)",17
30796,"(-0.2485151780366469, 5.359234094220817)",11
30797,"(1.0545369748741011, -2.005712961757567)",14
30798,"(-9.25371702693422, 2.7849866113779007)",17
30799,"(8.444540878264778, -2.7900290521046)",4
30800,"(11.225652527459792, 5.373248360877618)",10
30801,"(-0.8254339189024825, 2.1182718242816647)",16
30802,"(-10.799698532838512, -8.62043494479209)",7
30803,"(-0.9895602739313334, 7.232823383181389)",3
30804,"(2.4261176039077137, 3.4223402609799263)",0
30805,"(-6.512609316330941, 3.099604719245797)",12
30806,"(1.083916396304004, 9.346090391873604)",6
30807,"(-0.15958899126050874, 6.966077752240382)",11
30808,"(2.1155567995865963, 3.247559658443585)",18
30809,"(8.498905173511687, 8.342936090054309)",10
30810,"(8.269310999488944, -3.491154398935958)",4
30811,"(-1.0689005717207285, 2.323914117467452)",16
30812,"(2.6770098443160646, 3.1121484794576197)",18
30813,"(4.943490455728584, 0.5509629386957743)",5
30814,"(9.238208794350802, -0.694161773639371)",4
30815,"(0.6574166305744829, -3.1008684761489134)",14
30816,"(-0.678382358916608, -2.598827192491998)",14
30817,"(-9.155760232407243, 2.0994436108193506)",17
30818,"(5.706264122106518, 0.6334910314215367)",5
30819,"(-0.7709540445251769, 4.388713954126022)",2
30820,"(2.5039879187384253, 2.034892680979335)",18
30821,"(-11.148985580457499, 3.4067980064335575)",17
30822,"(8.798693324315762, 3.6722991459674086)",19
30823,"(-2.2928948582424127, 6.2320473157065965)",11
30824,"(4.857449323975377, -0.8093036922094521)",5
30825,"(1.5435603563991644, 4.081112226933236)",0
30826,"(-9.978515752622558, 7.190441285419153)",8
30827,"(2.5050479545706357, 2.844133086511373)",18
30828,"(-0.8782176120976819, -2.3899596709072557)",14
30829,"(0.9758955202199409, 1.7586115721662559)",2
30830,"(11.27930904983757, 6.793371812459467)",10
30831,"(9.184861235209025, -1.4758021283515697)",4
30832,"(-6.416965433075211, -7.382879080407688)",7
30833,"(-9.675031444541373, 0.5914123547068064)",17
30834,"(-3.465405624739375, 5.5139385290698)",15
30835,"(5.728699051465772, 0.7357673745778014)",5
30836,"(-6.1629822688215325, 8.7589392705403)",13
30837,"(-0.23232048327888577, 2.9080649905945863)",16
30838,"(9.601330437801217, -2.3454226791921835)",4
30839,"(8.95115663536756, 5.140174506938921)",10
30840,"(-0.7743345265672171, 7.440833886463762)",3
30841,"(7.0497272250306695, -1.1480317473289268)",5
30842,"(0.9396727856302481, 4.219564030920996)",0
30843,"(1.5309758924032189, 8.087283245231276)",6
30844,"(-3.3576673763952725, 6.452167306024348)",15
30845,"(6.421270460728472, 6.627856224530633)",9
30846,"(-6.850457747499437, 9.476809549872701)",13
30847,"(-9.646574224882023, -7.692841486676378)",7
30848,"(-6.902830391977945, -0.21038071592747887)",12
30849,"(-5.873126714369002, 7.625532398771272)",13
30850,"(-1.5452085700215425, 2.5751393639672204)",2
30851,"(9.97651153141208, -2.4546047689613886)",4
30852,"(-1.0501701354168596, 2.3420722119034525)",2
30853,"(0.9174533054206004, 5.460134605022157)",11
30854,"(-7.1695246648618784, -9.071767454751937)",7
30855,"(-8.103630016951978, -7.864943855334135)",7
30856,"(9.488738215201497, 5.562161519660595)",10
30857,"(-8.462436987428994, 11.096536530776714)",13
30858,"(-2.040135765520068, 2.8099925081105583)",2
30859,"(1.99294719849788, 3.973078251641321)",0
30860,"(-0.043619976097046154, 1.0462145040104684)",16
30861,"(4.987011795845702, 0.2395022492495264)",5
30862,"(2.0726169242122934, 4.069571526103854)",0
30863,"(-9.841762836430616, 5.557614918145603)",13
30864,"(0.808055855779421, 4.681697429186865)",0
30865,"(1.2468615714222144, -0.7358683529600979)",14
30866,"(9.874535835669608, 3.359521190630786)",19
30867,"(-7.539890696971096, 1.826602642029882)",12
30868,"(9.16051256663628, 5.238792462034649)",10
30869,"(7.522369463607133, 4.447681283705723)",10
30870,"(-1.1481153525948509, 2.415712874946413)",16
30871,"(-7.79883142728234, 2.5562130740150293)",17
30872,"(4.55971717481814, 9.502104341767115)",9
30873,"(9.211536918500169, 6.388517873960679)",10
30874,"(-10.652407107863722, 1.1135039818098211)",17
30875,"(-5.25971045107883, 3.268535052447824)",15
30876,"(1.3742684018415934, 4.541566960900987)",0
30877,"(-11.80963715082759, 1.567741855134659)",17
30878,"(10.017517143865708, -2.290535481005656)",4
30879,"(-9.393143143905894, 6.842787928184993)",8
30880,"(3.6679277859802584, 0.6927392969940872)",1
30881,"(1.6007173977969273, 4.358348712153384)",0
30882,"(-5.651573366568206, 5.173652345349316)",15
30883,"(-11.223076986529062, 5.374518131747411)",8
30884,"(-2.4863142064281263, 9.55462365985473)",3
30885,"(1.1968607305065144, 8.336436807102741)",3
30886,"(1.1857471010604133, -1.7561520769444596)",14
30887,"(-6.36600472121599, 8.670666049816592)",13
30888,"(10.477939285188508, -4.08101253158764)",4
30889,"(-5.573904942153213, 6.556243286076614)",15
30890,"(10.414857802754714, 3.5184458445278537)",19
30891,"(4.640094416056462, 0.1285581942071256)",5
30892,"(1.0728111062145007, 8.417876192375706)",6
30893,"(2.490452209554293, 4.534806009665666)",0
30894,"(-9.608697297328387, 5.839355515022171)",8
30895,"(0.1259533580660125, -1.8341218703340585)",14
30896,"(6.299919076788938, -0.13414915435546393)",5
30897,"(5.67747526992081, 8.036057597145705)",9
30898,"(1.5947495618750807, 4.486948547604076)",0
30899,"(0.9638411602473405, -0.294756194019828)",16
30900,"(1.7851904311840667, 7.788531749083969)",6
30901,"(1.4173401946284225, 1.548039283269509)",18
30902,"(1.9619223670039847, 1.7950862027209715)",1
30903,"(-8.847886941233767, 8.22595453396189)",8
30904,"(-8.725445854470813, -7.839156943560384)",7
30905,"(6.013911028956358, 0.03240414258933)",5
30906,"(9.187247858802941, -1.7490881595622567)",4
30907,"(0.5512374581402979, 1.7796394199360082)",18
30908,"(5.897052968581625, -0.39139493886187293)",5
30909,"(6.153147862439628, 7.954042710234627)",9
30910,"(5.073402664491059, -0.8168147011544271)",5
30911,"(0.6643617053981548, -3.387408757579097)",14
30912,"(-10.50852606599504, 3.3385909894764136)",17
30913,"(-9.97082416074162, 7.657807877592485)",8
30914,"(4.567178346758902, 2.2698620533918445)",5
30915,"(0.2027701610061973, -2.2142826527097825)",14
30916,"(-7.001527516603879, 9.40583986237208)",13
30917,"(-7.8644536253828, -8.186346093517958)",7
30918,"(-6.0638682105439585, 9.02437028856771)",13
30919,"(-9.153713211694612, 6.702888947715888)",8
30920,"(1.6691850054263213, 0.8588326084902476)",16
30921,"(6.650817479565312, 1.9560881980217384)",5
30922,"(0.9971265063262537, 9.550161965018134)",6
30923,"(-0.7812816709376005, 3.5206577883518095)",0
30924,"(0.965331211301325, 1.9076836975366251)",16
30925,"(2.4971782629564094, -0.280853044225329)",1
30926,"(-1.759110789583723, 5.3483711007804375)",11
30927,"(1.8751049619998224, 9.290719727042088)",6
30928,"(0.6956339971811089, 9.173597506078792)",6
30929,"(-0.7149009386958181, 2.792640096440149)",16
30930,"(-8.447687214032793, 9.494503854786679)",13
30931,"(-1.5689924922545881, 1.8161651643969978)",2
30932,"(-1.9744026772261192, 6.797095140325557)",11
30933,"(1.3658289018759369, -1.4827070197827676)",14
30934,"(0.43267881580434575, 8.780702579403714)",3
30935,"(5.964351994275203, 9.44591798838275)",9
30936,"(-1.9172033826452883, 6.114690434976465)",11
30937,"(-3.3466578495455437, 6.72159255520003)",15
30938,"(-1.7330728892043257, 2.535260487338273)",2
30939,"(-1.4037397691730402, 5.5254041424060105)",3
30940,"(5.436864212694431, 7.583145375560012)",9
30941,"(0.8176536543294783, 1.184436484242453)",16
30942,"(-10.967062287606721, 2.0192587381304232)",17
30943,"(2.4233877800948154, 8.32169959813007)",6
30944,"(4.754654091776159, 3.0310927083444117)",5
30945,"(-2.836330138983443, 8.647486685995082)",3
30946,"(8.179204263952665, -3.0534227000425433)",4
30947,"(8.53125786465772, -3.711323826000342)",4
30948,"(4.998662904623453, 6.055675437790321)",9
30949,"(2.4037364741372222, 2.667342464597393)",18
30950,"(-7.851954593357085, 2.994121426062274)",12
30951,"(1.880044377336862, 9.13732794170737)",6
30952,"(-7.3619852395142376, 4.508219560479967)",12
30953,"(10.956763859592678, 4.138189755887046)",10
30954,"(4.835633737665542, 7.588345642231482)",9
30955,"(0.4502346095695937, -1.0156845923671693)",14
30956,"(1.2300271453912572, 2.837457393417664)",18
30957,"(5.478941886138719, 1.4638638121803313)",5
30958,"(9.989161686583431, 3.19651302504874)",19
30959,"(-6.998622998765727, 8.434348575102776)",13
30960,"(-0.0019505376531756546, 2.7807871912690953)",0
30961,"(-1.441564169177492, 1.80699494272781)",16
30962,"(-0.49430529704027193, 6.16604419461708)",3
30963,"(4.800080970329409, 5.900740637751256)",9
30964,"(-0.4954293506504903, 3.688534495707299)",2
30965,"(-6.23548118719736, 9.933529238317506)",13
30966,"(9.602995829593212, -3.2903356744823173)",4
30967,"(-4.203383508638801, 4.790691416548281)",15
30968,"(5.230536612784949, 7.660377433715073)",9
30969,"(8.944669546290571, 4.258266422177841)",19
30970,"(1.274508252752551, 5.6301732241354205)",0
30971,"(2.2560820991745167, 3.4178208454074372)",0
30972,"(-6.920791352616922, 10.569950883330943)",13
30973,"(-3.952626639722824, 5.238045462485314)",15
30974,"(0.6950321391135832, 4.320493835051274)",0
30975,"(-1.0788682730247692, 1.6215652991980525)",16
30976,"(-1.0410547322858583, 2.4785721079855763)",16
30977,"(-0.12458305922551838, 2.003167986566358)",2
30978,"(0.161194614834693, 6.0492614738179835)",11
30979,"(1.3020872513529476, 8.358298891879011)",6
30980,"(1.2610606776808582, 3.9944097345650285)",0
30981,"(-6.057292926406151, 8.779921019489656)",13
30982,"(8.375705747400323, -2.047336201092887)",4
30983,"(-1.0759340875198622, 5.427743514054054)",11
30984,"(-8.554844512013515, 6.516389450974248)",8
30985,"(0.7600581045395225, 1.6700420014315784)",1
30986,"(-7.009620656601005, 9.50538032101482)",13
30987,"(-8.019115172549963, 9.864935952445569)",13
30988,"(11.354535594840529, 5.044162840220678)",10
30989,"(1.6165737037295598, 2.036576358556964)",18
30990,"(-9.521199355369482, 8.127400583034376)",8
30991,"(-6.904042272288527, -7.735089398337461)",7
30992,"(-5.423044408729764, 8.646754600669775)",13
30993,"(-8.484829468725815, 2.4586451746603117)",17
30994,"(5.035557436907164, 1.2104477168140373)",5
30995,"(-0.22748533794440484, 5.049164467106355)",11
30996,"(-4.163490187010231, 6.357192339614636)",15
30997,"(9.361977785405054, 3.5913071986445932)",19
30998,"(-10.105949306964735, -8.061454648585975)",7
30999,"(-0.7537147588570715, 1.2325901201009333)",16
31000,"(5.076262249886496, 2.115036677844322)",5
31001,"(-2.0903115562372334, 7.722772749453802)",3
31002,"(-9.121267956950454, 3.4227192927724497)",12
31003,"(-6.553549236237851, 10.7136904116895)",13
31004,"(-10.942808294515851, 5.736760159450451)",8
31005,"(0.20231158155948153, -4.006369876092501)",14
31006,"(-4.357591869622341, 5.212707223781912)",15
31007,"(10.06586155126884, -2.4634190415516)",4
31008,"(1.4773565734767036, -0.9170991436204147)",14
31009,"(-8.939916499107202, 3.2553037404532286)",17
31010,"(-3.3320591272860645, 5.069282666434358)",15
31011,"(-3.9221970086954627, 6.606393407030061)",15
31012,"(8.36102586912855, 5.179576798624224)",10
31013,"(10.903435938143778, -3.2600997083939074)",4
31014,"(-0.10358305712781257, -0.35867150427156536)",14
31015,"(4.213699513398349, -0.04699381894008614)",5
31016,"(-9.570867396356508, 5.27000898425203)",8
31017,"(2.605745301355562, 4.20474262575799)",0
31018,"(-8.906034504760198, 1.4817390676302855)",12
31019,"(-2.7837824342563016, 8.00948124633368)",3
31020,"(-1.1796965138259368, 3.6646123517682585)",11
31021,"(-7.505853801102009, -8.487038689526658)",7
31022,"(-0.16660822225176775, 3.775341565524817)",2
31023,"(-9.418117699514946, 6.93332185546892)",8
31024,"(2.041494787524636, 4.6609409887561215)",0
31025,"(0.9610653130070713, -2.5811149223851997)",14
31026,"(-6.956503757711563, 0.8695833528002497)",12
31027,"(0.770696859714487, 0.855304129059551)",1
31028,"(0.13742971617496358, 2.1891913806450347)",16
31029,"(-9.953371178734248, 3.6381302180901374)",17
31030,"(-1.3632012941562974, 6.843585184801681)",3
31031,"(1.6942822659372145, 2.0177922901952767)",1
31032,"(9.381032072928024, -2.53850556164581)",4
31033,"(5.9389392899519375, 1.1627897109094865)",5
31034,"(2.7097631255062278, 1.8651884363979512)",18
31035,"(-11.421034617599956, 1.949764026938333)",17
31036,"(1.7314324094198617, 10.10715660987637)",6
31037,"(9.3194545418631, -0.9187761418479328)",4
31038,"(-1.6626468830904864, 2.782910832006826)",2
31039,"(-1.701651195128623, 5.162480064744283)",11
31040,"(-9.491664701473352, 6.794584327840418)",8
31041,"(-0.21997805097502443, 5.104046796579046)",11
31042,"(11.48228450378686, -1.2519662934430997)",4
31043,"(-6.487263103955184, 9.67651597063507)",13
31044,"(-10.18577904726759, 8.513986399127905)",8
31045,"(0.9006714970104577, 0.8628433863253364)",1
31046,"(2.894126462214496, -0.17852418948002557)",1
31047,"(5.5055413558482655, 0.3993027285667486)",5
31048,"(-6.5012711213769485, 4.498032075462224)",15
31049,"(7.949743288023105, 0.10370966970571094)",5
31050,"(2.8198961317050504, -3.3997078217947374)",14
31051,"(-0.930286368286926, 4.733280821961524)",11
31052,"(9.754268167318733, 3.112358814566936)",19
31053,"(1.6059567485781918, 7.609769227506281)",6
31054,"(9.63733005946007, -2.59060325207813)",4
31055,"(0.9413180561587607, 2.2573941912002797)",0
31056,"(3.5091420012051255, 1.131371180857733)",1
31057,"(2.333523354944228, 1.8680967062817246)",1
31058,"(1.7981430852458256, 4.133037055560107)",0
31059,"(-3.28338089559519, 6.148857352507073)",3
31060,"(8.312548373772973, 2.794803967531915)",19
31061,"(-7.993329644038006, 4.103833364835515)",12
31062,"(-0.1808184935690904, 2.2254660492213523)",18
31063,"(-10.640083316377316, 8.823264032765108)",8
31064,"(1.834871431193426, -1.6915491367268367)",14
31065,"(9.811902269257214, -2.2306506381626576)",4
31066,"(-5.328759374046983, 4.800726539537445)",15
31067,"(-9.108035330262785, 10.173842754587469)",13
31068,"(-2.6573376021541497, 1.3816609475247832)",2
31069,"(0.4213676902988418, 8.26340198461284)",6
31070,"(-8.309249560512113, 4.586424394277015)",12
31071,"(-1.5447216593557003, 1.283504052600285)",16
31072,"(0.05564370552962572, 5.225722131672968)",0
31073,"(2.6128020445879683, 11.012460186569987)",6
31074,"(-9.628013021830578, -7.615071463001826)",7
31075,"(-1.2419126214956568, 1.9809540233752427)",16
31076,"(-3.3887728395647896, 3.073079418877281)",2
31077,"(0.25234137448789296, 3.184159093767936)",0
31078,"(-4.903236529582183, 4.757231204527123)",15
31079,"(-0.41978743790361017, 3.4720448588986357)",2
31080,"(0.007925781536617604, 5.479560825434498)",11
31081,"(-8.065634680246687, 2.8996341354573567)",17
31082,"(-1.64934347594347, 7.527160072987623)",11
31083,"(-7.639242398651651, 2.066043960392596)",12
31084,"(-10.59680813127849, 2.03603677293841)",17
31085,"(-1.5924412741320078, 6.022911238892344)",11
31086,"(-8.781045490809918, 4.161712434591598)",12
31087,"(-1.4422616547112008, -0.47074111753432835)",14
31088,"(-7.260258848280907, 2.845095340644858)",12
31089,"(-2.065479659949568, 5.813098838290308)",11
31090,"(-7.566716978669764, 3.4222969479182357)",12
31091,"(-1.7877021951673333, 4.790692731627269)",11
31092,"(-1.7277314788988045, 5.1349392544878025)",11
31093,"(-8.215039004964662, 9.689591173974595)",13
31094,"(9.456299351471015, 4.77763821639629)",10
31095,"(0.8720561797374446, -2.1948454695730777)",14
31096,"(8.338743701829529, 6.920029067671374)",10
